,Unnamed: 0,PlayerId,PlayerName,Full name,Team,Batting style,Bowling style,Fielding position,Current age,Height,Playing role,Born,Also known as,Died,Education,Major teams,Nickname,Other,Relation,In a nutshell,TotalRuns,MatchesPlayed
846,846,846,Arsalan Qadir,Arsalan Qadir,Canada,Right-hand bat,Right-arm Fast,,28 years 147 days,,Bowler,"September 15, 1989, Peshawar, North-West Frontier ",,,,"['Canada Under-15s', 'Canada Under-19s']",RC,,,,0.0,1
847,847,847,J Smits,Jeroen Smits,Netherlands,Right-hand bat,Not Specified,Wicketkeeper,45 years 233 days,,,"June 21, 1972, Den Haag ",,,,"['Netherlands', 'HCC']",Piglet,,,,11.0,1
848,848,848,RJ Nicol,Robert James Nicol,New Zealand,Right-hand bat,Right-arm Medium,,34 years 257 days,,Opening batsman,"May 28, 1983, Auckland ",,,,"['New Zealand', 'Auckland', 'Auckland Under-19s', 'Canterbury', 'Gloucestershire', 'Mashonaland Eagles']",,,,,327.0,20
849,849,849,NM Carter,Neil Miller Carter,Scotland,Left-hand bat,Left-arm Fast,,43 years 11 days,6 ft 2 in ,Allrounder,"January 29, 1975, Cape Town, Cape Province ",,,,"['Scotland', 'Boland', 'Cape Cobras', 'Matabeleland Tuskers', 'Middlesex', 'Warwickshire']",Carts,,,,4.0,5
850,850,850,DI Allan,Duncan Iain Allan,Kenya,Right-hand bat,Right-arm Fast,,26 years 118 days,,Batsman,"October 14, 1991, Brisbane, Queensland, Australia ",,,Cranleigh School,"['Kenya', 'Kenya A', 'Kenya Elite', 'Kenya Under-19s', 'Kongonis', 'South Brisbane']",,,,,36.0,7
851,851,851,JD Unadkat,Jaydev Dipakbhai Unadkat,India,Right-hand bat,Left-arm Medium,,26 years 114 days,,Bowler,"October 18, 1991, Porbandar ",,,,"['India', 'Delhi Daredevils', 'India A', 'India Under-19s', 'Kolkata Knight Riders', 'Rising Pune Supergiant', 'Royal Challengers Bangalore', 'Saurashtra', 'Saurashtra Under-19s']",,,,,0.0,1
852,852,852,Afsar Zazai,Afsar Khan Zazai,Afghanistan,Right-hand bat,Not Specified,Wicketkeeper,24 years 183 days,,Wicketkeeper batsman,"August 10, 1993, Kabul ",,,,"['Afghanistan', 'Afghanistan A', 'Afghanistan Under-19s', 'Band-e-Amir Region', 'Mis Ainak Knights']",,,,,9.0,1
853,853,853,Wahab Riaz,Wahab Riaz,Pakistan,Right-hand bat,Left-arm Fast,,32 years 226 days,,Bowler,"June 28, 1985, Lahore, Punjab ",Vicky,,,"['Pakistan', 'Barbados Tridents', 'Hyderabad (Pakistan)', 'Hyderabad Hawks', 'Kent', 'Lahore', 'Lahore Lions', 'Lahore Ravi', 'National Bank of Pakistan', 'Pakistan A', 'Peshawar Zalmi', 'Punjab (Pakistan)', 'Surrey']",,,,,126.0,27
854,854,854,BKG Mendis,Balapuwaduge Kusal Gimhan Mendis,Sri Lanka,Right-hand bat,Not Specified,Wicketkeeper,23 years 7 days,,Wicketkeeper batsman,"February 2, 1995, Moratuwa ",,,"Prince of Wales College, Moratuwa","['Sri Lanka', 'Bloomfield Cricket and Athletic Club', 'Sri Lanka A', 'Sri Lanka A Emerging Players', 'Sri Lanka Under-19s', 'Sri Lanka Under-23s']",,,,,74.0,8
855,855,855,BMAJ Mendis,Balapuwaduge Manukulasuriya Amith Jeevan Mendis,Sri Lanka,Left-hand bat,Legbreak,,35 years 25 days,5 ft 8 in ,Allrounder,"January 15, 1983, Colombo ",,,"S' Thomas' College, Colombo","['Sri Lanka', 'Barbados Tridents', 'Bloomfield Cricket and Athletic Club', 'Combined Provinces', 'Delhi Daredevils', 'Derbyshire', 'Dhaka Division', 'Kandurata', 'Prime Bank Cricket Club', 'Sinhalese Sports Club', 'Sri Lanka A', 'Sri Lanka Board XI', 'Sri Lanka Under-19s', 'Sydney Sixers', 'Tamil Union Cricket and Athletic Club']",,,,,197.0,13
856,856,856,JL Ontong,Justin Lee Ontong,South Africa,Right-hand bat,Right-arm Offspin,,38 years 36 days,,,"January 4, 1980, Paarl, Cape Province ",,,,"['South Africa', 'Africa XI', 'Boland', 'Cape Cobras', 'Lions', 'South Africa A']",,,,,158.0,10
857,857,857,NM Coulter-Nile,Nathan Mitchell Coulter-Nile,Australia,Right-hand bat,Right-arm Fast,,30 years 121 days,1.90 m ,Bowler,"October 11, 1987, Osborne Park, Western Australia ",,,,"['Australia', 'Australia A', 'Australia Under-19s', 'Delhi Daredevils', 'Fremantle', 'Kolkata Knight Riders', 'Mumbai Indians', 'Perth Scorchers', 'Western Australia', 'Western Australia Second XI', 'Western Australia Under-19s', 'Western Australia XI']",River,,,,51.0,17
858,858,858,LD Chandimal,Lokuge Dinesh Chandimal,Sri Lanka,Right-hand bat,Right-arm Offspin,Wicketkeeper,28 years 83 days,5 ft 9 in ,Wicketkeeper batsman,"November 18, 1989, Balapitiya ",,,"Ananda College, Colombo","['Sri Lanka', 'Nondescripts Cricket Club', 'Rajasthan Royals', 'Ruhuna', 'Schools Invitation XI', 'Sri Lanka A', 'Sri Lanka Academy XI', ""Sri Lanka Board President's XI"", 'Sri Lanka Cricket Development XI', 'Sri Lanka Under-17s', 'Sri Lanka Under-19s']",,,,,720.0,42
859,859,859,Aftab Alam,Aftab Alam,Afghanistan,Right-hand bat,Right-arm Fast,,25 years 71 days,,Bowler,"November 30, 1992, Nangarhar, Afghanistan ",,,,"['Afghanistan', 'Afghanistan Under-19s', 'Speen Ghar Region']",,,,,1.0,6
860,860,860,M Muralitharan,Muttiah Muralitharan,Sri Lanka,Right-hand bat,Right-arm Offspin,,45 years 298 days,5 ft 7 in ,Bowler,"April 17, 1972, Kandy ",Muttiah Muralidaran,,"St Anthony's College, Kandy","['Sri Lanka', 'Asia XI', 'Chennai Super Kings', 'Gloucestershire', 'ICC World XI', 'Jamaica Tallawahs', 'Kandurata', 'Kent', 'Kochi Tuskers Kerala', 'Lancashire', 'Melbourne Renegades', 'Royal Challengers Bangalore', 'Tamil Union Cricket and Athletic Club', 'Wellington']",,,,,1.0,12
861,861,861,Inzamam-ul-Haq,Inzamam-ul-Haq,Pakistan,Right-hand bat,Left-arm Orthodox,,47 years 343 days,,,"March 3, 1970, Multan, Punjab ",,,,"['Pakistan', 'Asia XI', 'Faisalabad', 'ICC World XI', 'ICL Pakistan XI', 'Lahore Badshahs', 'Multan', 'National Bank of Pakistan', 'Rawalpindi', 'United Bank Limited', 'Yorkshire']",,,,,11.0,1
862,862,862,DJ Reekers,Darron John Reekers,Netherlands,Right-hand bat,Right-arm Medium,,44 years 259 days,,Opening batsman,"May 26, 1973, Christchurch, Canterbury ",,,,"['Netherlands', 'Canterbury', 'Otago']",,,,,35.0,3
863,863,863,AD Russell,Andre Dwayne Russell,West Indies,Right-hand bat,Right-arm Fast,,29 years 286 days,,Allrounder,"April 29, 1988, Jamaica ",,,,"['West Indies', 'Delhi Daredevils', 'Islamabad United', 'Jamaica', 'Jamaica Tallawahs', 'Kolkata Knight Riders', 'Sydney Thunder', 'Sylhet Royals', 'West Indies A', 'Worcestershire']",,,,,345.0,42
864,864,864,TM Odoyo,Thomas Odoyo Migai,Kenya,Right-hand bat,Right-arm Fast,,39 years 273 days,,,"May 12, 1978, Nairobi ",,,,"['Kenya', 'Africa XI', 'Nairobi Gymkhana', 'Southern Rocks']",,,"['Brother - KO Migai', 'Nephew - NM Odhiambo']",,65.0,8
865,865,865,Rumman Raees,Rumman Raees Khan,Pakistan,Right-hand bat,Left-arm Fast,,26 years 114 days,,Bowler,"October 18, 1991, Karachi, Sind ",,,,"['Pakistan', 'Islamabad United', 'Karachi Blues', 'Karachi Dolphins', 'Karachi Zebras', 'Pakistan Under-23s', 'United Bank Limited']",,,,,0.0,2
866,866,866,Adnan Ilyas,Adnan Ilyas,Oman,Right-hand bat,Right-arm Medium,,33 years 41 days,,,"December 30, 1984, Zafarwal, Punjab, Pakistan ",Danni,,,"['Oman', 'Oman Under-17s']",,,,,224.0,10
867,867,867,Sarfraz Ahmed,Sarfraz Ahmed,Pakistan,Right-hand bat,Not Specified,Wicketkeeper,30 years 263 days,,Wicketkeeper batsman,"May 22, 1987, Karachi, Sind ",,,,"['Pakistan', 'Karachi Dolphins', 'Karachi Harbour', 'Pakistan A', 'Pakistan International Airlines', 'Pakistan Under-19s', 'Quetta Gladiators', 'Sind', 'Yorkshire']",,,,,359.0,20
868,868,868,Mohammad Ashraful,Mohammad Ashraful,Bangladesh,Right-hand bat,Right-arm Offbreak,,33 years 217 days,,Middle-order batsman,"July 7, 1984, Dhaka ",,,,"['Bangladesh', 'Asia XI', 'Bangladesh A', 'Central Zone (Bangladesh)', 'Dhaka Division', 'Dhaka Gladiators', 'Dhaka Gladiators', 'Dhaka Metropolis', 'Mumbai Indians']",,,,,382.0,20
869,869,869,DJ Malan,Dawid Johannes Malan,England,Left-hand bat,Legbreak,,30 years 159 days,6 ft 0 in ,Top-order batsman,"September 3, 1987, Roehampton, England ",,,Paarl Boys High School; UNISA,"['England', 'Boland', 'Marylebone Cricket Club', 'Middlesex', 'Middlesex 2nd XI', 'Peshawar Zalmi', 'Prime Doleshwar Sporting Club']",AC,,"['Father - DJ Malan', 'Brother - CC Malan']",,78.0,1
870,870,870,SR Patel,Samit Rohit Patel,England,Right-hand bat,Left-arm Orthodox,,33 years 71 days,5 ft 8 in ,Allrounder,"November 30, 1984, Leicester ",,,Worksop College,"['England', 'England Lions', 'England Under-19s', 'Marylebone Cricket Club', 'Nottinghamshire', 'Rajshahi Kings']",,,Brother - A Patel,,189.0,17
871,871,871,Imad Wasim,Syed Imad Wasim,Pakistan,Left-hand bat,Left-arm Orthodox,,29 years 53 days,,Allrounder,"December 18, 1988, Swansea, Glamorgan, Wales ",,,,"['Pakistan', 'Islamabad', 'Islamabad Leopards', 'Jamaica Tallawahs', 'Karachi Kings', 'Pakistan Under-19s']",,,,,90.0,19
872,872,872,AB Dinda,Ashok Bhimchandra Dinda,India,Right-hand bat,Right-arm Fast,,33 years 321 days,,Bowler,"March 25, 1984, Medinipur, Calcutta (now Kolkata) ",,,,"['India', 'Bengal', 'Delhi Daredevils', 'East Zone', 'India A', 'Kolkata Knight Riders', 'Pune Warriors', 'Rising Pune Supergiants', 'Royal Challengers Bangalore']",,,,,22.0,9
873,873,873,JO Holder,Jason Omar Holder,West Indies,Right-hand bat,Right-arm Fast,,26 years 96 days,,Bowling allrounder,"November 5, 1991, Barbados ",,,,"['West Indies', 'Barbados', 'Barbados Tridents', ""BCA President's XI"", 'Chennai Super Kings', 'Combined Campuses and Colleges', 'Kolkata Knight Riders', 'Sagicor High Performance Centre', 'Sunrisers Hyderabad', 'West Indies A', 'West Indies Under-19s']",,,,,42.0,8
874,874,874,Zeeshan Siddiqui,Zeeshan Ahmed Siddiqui,Oman,Right-hand bat,Legbreak,,38 years 202 days,,Batsman,"July 22, 1979, Karachi, Sind, Pakistan ",Zeeshan Ahmed,,,Oman,,,,,58.0,4
875,875,875,MR Swart,Michael Richard Swart,Netherlands,Right-hand bat,Right-arm Offspin,,35 years 131 days,,Middle-order batsman,"October 1, 1982, Subiaco, Perth, Western Australia ",,,,"['Netherlands', 'Lombard XI', 'Western Australia', 'Western Australia Under-17s', 'Western Australia Under-19s']",,,,,579.0,23
876,876,876,P Negi,Pawan Negi,India,Left-hand bat,Left-arm Orthodox,,25 years 34 days,,Bowler,"January 6, 1993, Delhi ",,,,"['Air India', 'Chennai Super Kings', 'Delhi', 'Delhi Daredevils', 'Royal Challengers Bangalore']",,,,,0.0,1
877,877,877,KD Mills,Kyle David Mills,New Zealand,Right-hand bat,Right-arm Fast,,38 years 331 days,,Bowler,"March 15, 1979, Auckland ",,,,"['New Zealand', 'Auckland', 'Kings XI Punjab', 'Lincolnshire', 'Mumbai Indians']",,,,,137.0,42
878,878,878,S Badree,Samuel Badree,West Indies,Right-hand bat,Legbreak,,36 years 337 days,,Bowler,"March 9, 1981, Barrackpore, Trinidad ",,,,"['West Indies', 'Brisbane Heat', 'Chennai Super Kings', 'Islamabad United', 'Rajasthan Royals', 'Royal Challengers Bangalore', 'St Kitts and Nevis Patriots', 'Trinidad', 'Trinidad & Tobago', 'Trinidad & Tobago Red Steel', 'West Indies A', 'World-XI']",,,,,29.0,40
879,879,879,P Utseya,Prosper Utseya,Zimbabwe,Right-hand bat,Right-arm Offspin,,32 years 320 days,,Bowler,"March 26, 1985, Harare ",,,,"['Zimbabwe', 'Easterns (Zimbabwe)', 'Mashonaland A', 'Mashonaland Eagles', 'Mountaineers', 'Zimbabwe A', 'Zimbabwe Board XI', 'Zimbabwe Select XI', 'Zimbabwe Under-19s', 'Zimbabwe XI']",,,,,77.0,30
880,880,880,Usman Limbada,Usman Limbada,Canada,Right-hand bat,Right-arm Medium,,28 years 130 days,,Batsman,"October 2, 1989, Scarborough, Ontario ",,,,"['Canada', 'Canada Under-19s']","Usi, Limbadman",,,,53.0,3
881,881,881,T Henderson,Tyron Henderson,South Africa,Right-hand bat,Right-arm Fast,,43 years 192 days,6 ft 2 in ,Bowler,"August 1, 1974, Durban, Natal ",,,,"['South Africa', 'Berkshire', 'Border', 'Cape Cobras', 'Kent', 'Lions', 'Middlesex', 'Rajasthan Royals', 'Warriors']",The Blacksmith,,"['Grandfather - JK Henderson', 'Great-uncle - WA Henderson']",,0.0,1
882,882,882,Joginder Sharma,Joginder Sharma,India,Right-hand bat,Right-arm Fast,,34 years 109 days,,Allrounder,"October 23, 1983, Rohtak ",,,,"['India', 'Chennai Super Kings', 'Haryana', 'India Blue']",,,,,0.0,4
883,883,883,JE Taylor,Jerome Everton Taylor,West Indies,Right-hand bat,Right-arm Fast,,33 years 232 days,,Bowler,"June 22, 1984, St Elizabeth, Jamaica ",,,,"['West Indies', 'Jamaica', 'Jamaica Tallawahs', 'Kings XI Punjab', 'Mumbai Indians', 'Pune Warriors', 'St Lucia Stars', 'Stanford Superstars']",,,,,84.0,27
884,884,884,Shadab Khan,Shadab Khan,Pakistan,Right-hand bat,Legbreak,,19 years 128 days,,Allrounder,"October 4, 1998, Mianwali ",,,,"['Pakistan', 'Brisbane Heat', 'Islamabad United', 'Pakistan Under-19s', 'Trinbago Knight Riders']",,,,,16.0,4
885,885,885,Ziaur Rahman,Ziaur Rahman,Bangladesh,Right-hand bat,Right-arm Fast,,31 years 69 days,,Allrounder,"December 2, 1986 ",,,,"['Bangladesh', 'Bangladesh A', 'Bangladesh Cricket Board Academy', 'Bangladesh Under-19s', 'Bangladesh XI', 'Barisal Division', 'Chittagong Kings', 'Duronto Rajshahi', 'Khulna Division', 'South Zone (Bangladesh)']",,,,,94.0,11
886,886,886,LJ Woodcock,Luke James Woodcock,New Zealand,Left-hand bat,Left-arm Orthodox,Occasional wicketkeeper,35 years 327 days,,Allrounder,"March 19, 1982 ",,,,"['New Zealand', 'New Zealand A', 'Wellington']",,,,,0.0,3
887,887,887,Asad Ali,Asad Ali,Pakistan,Right-hand bat,Right-arm Fast,,29 years 118 days,,Bowler,"October 14, 1988, Faisalabad ",,,,"['Pakistan', 'Faisalabad', 'Faisalabad Wolves', 'Punjab Stallions', 'Sui Northern Gas Pipelines Limited']",,,,,0.0,2
888,888,888,JD Nel,John Desmond Nel,Scotland,Right-hand bat,Not Specified,,,,,"July 10, 1928, Cape Town, Cape Province ",,January 2018 (aged 89 years) ,,"['South Africa', 'Western Province']",,,,,13.0,4
889,889,889,NM Hauritz,Nathan Michael Hauritz,Australia,Right-hand bat,Right-arm Offspin,,36 years 114 days,1.82 m ,Bowler,"October 18, 1981, Wondai, Queensland ",,,,"['Australia', 'Brisbane Heat', 'Melbourne Renegades', 'New South Wales', 'Queensland']",Ritzy,,,,6.0,2
890,890,890,LPC Silva,Lindamlilage Prageeth Chamara Silva,Sri Lanka,Right-hand bat,Legbreak,,38 years 57 days,,Batsman,"December 14, 1979, Panadura ",,,,"['Sri Lanka', 'Basnahira South', 'Bloomfield Cricket and Athletic Club', 'Deccan Chargers', 'Kandurata Maroons', 'Panadura Sports Club', 'Sebastianites Cricket and Athletic Club', 'Sinhalese Sports Club', 'Sri Lanka A']",,,,,175.0,16
891,891,891,Farhad Reza,Farhad Reza,Bangladesh,Right-hand bat,Right-arm Fast,,31 years 238 days,,Allrounder,"June 16, 1986, Rajshahi ",,,,"['Bangladesh', 'Bangladesh A', 'Bangladesh Under-19s', 'Dhaka Warriors', 'Khulna Royal Bengals', 'North Zone (Bangladesh)', 'Rajshahi Division', 'Rajshahi Kings']",,,,,65.0,12
892,892,892,OA Shah,Owais Alam Shah,England,Right-hand bat,Right-arm Offspin,,39 years 110 days,6 ft 1 in ,Batsman,"October 22, 1978, Karachi, Sind, Pakistan ",,,Isleworth & Syon School,"['England', 'Cape Cobras', 'Delhi Daredevils', 'Dhaka Gladiators', 'England Lions', 'Essex', 'Hampshire', 'Hobart Hurricanes', 'Jamaica Tallawahs', 'Kochi Tuskers Kerala', 'Kolkata Knight Riders', 'Middlesex', 'Rajasthan Royals', 'Wellington']",Ace,,,,347.0,15
893,893,893,NW Bracken,Nathan Wade Bracken,Australia,Right-hand bat,Left-arm Fast,,40 years 150 days,1.95 m ,Bowler,"September 12, 1977, Penrith, New South Wales ",,,Faulconbridge Primary; Springwood High School,"['Australia', 'Gloucestershire', 'New South Wales', 'Royal Challengers Bangalore', 'Worcestershire']","Bracks, Andy G",,,,15.0,19
894,894,894,KC Sangakkara,Kumar Chokshanada Sangakkara,Sri Lanka,Left-hand bat,Right-arm Offspin,Wicketkeeper,40 years 105 days,,Wicketkeeper batsman,"October 27, 1977, Matale ",,,,"['Sri Lanka', 'Asia XI', 'Central Province', 'Colombo District Cricket Association', 'Deccan Chargers', 'Durham', 'Hobart Hurricanes', 'ICC World XI', 'Jamaica Tallawahs', 'Kandurata', 'Kandurata Maroons', 'Kings XI Punjab', 'Marylebone Cricket Club', 'Nondescripts Cricket Club', 'Quetta Gladiators', 'Sunrisers Hyderabad', 'Surrey', 'Warwickshire']",,,,,1382.0,53
895,895,895,Sultan Ahmed (2),Sultan Ahmed,United Arab Emirates,Left-hand bat,Left-arm Orthodox,,28 years 121 days,,,"October 11, 1989, Gujranwala, Punjab ",,,,"['United Arab Emirates', 'Sialkot Stallions']",,,,,0.0,2
896,896,896,AN Cook,Alastair Nathan Cook,England,Left-hand bat,Right-arm Slow,,33 years 46 days,6 ft 2 in ,Opening batsman,"December 25, 1984, Gloucester ",,,Bedford School,"['England', 'Bedfordshire', 'England Lions', 'England Under-19s', 'Essex', 'Marylebone Cricket Club']","Cooky, Chef",,,,61.0,4
897,897,897,JM How,Jamie Michael How,New Zealand,Right-hand bat,Right-arm Medium,,36 years 266 days,,Top-order batsman,"May 19, 1981, New Plymouth, Taranaki ",,,,"['New Zealand', 'Central Districts']",,,,,56.0,5
898,898,898,Fakhar Zaman,Fakhar Zaman,Pakistan,Left-hand bat,Left-arm Orthodox,,27 years 305 days,,Opening batsman,"April 10, 1990, Mardan, North-West Frontier Province ",,,,"['Pakistan', 'Abbottabad', 'Abbottabad Falcons', 'Habib Bank Limited', 'Karachi Blues', 'Karachi Dolphins', 'Karachi Zebras', 'Karachi Zebras', 'Khyber Pakhtunkhwa', 'Lahore Qalandars', 'Pakistan A', 'Pakistan Navy', 'Peshawar']",,,,,26.0,2
899,899,899,EHSN Silva,Elle Hennadige Shadeep Nadeeja Silva,United Arab Emirates,Left-hand bat,Left-arm Orthodox,,39 years 175 days,,Bowler,"August 18, 1978, Galle ",,,,"['United Arab Emirates', 'Bloomfield Cricket and Athletic Club', 'Sebastianites Cricket and Athletic Club', 'Singha Sports Club']",,,,,16.0,2
900,900,900,JL Pattinson,James Lee Pattinson,Australia,Left-hand bat,Right-arm Fast,,27 years 282 days,,Bowler,"May 3, 1990, Melbourne, Victoria ",,,,"['Australia', 'Australia A', 'Australia Under-19s', 'Dandenong', 'Kolkata Knight Riders', 'Melbourne Renegades', 'Victoria', 'Victoria Under-19s']",,,Brother - DJ Pattinson,,5.0,4
901,901,901,AR McBrine,Andrew Robert McBrine,Ireland,Left-hand bat,Right-arm Offspin,,24 years 285 days,,Bowler,"April 30, 1993, Northern Ireland ",,,,"['Ireland', 'Ireland Under-17s']",,,"['Father - A McBrine', 'Uncle - J McBrine']",,73.0,16
902,902,902,A Shahzad,Ahmed Shehzad,England,Right-hand bat,Legbreak,,26 years 78 days,,Opening batsman,"November 23, 1991, Lahore, Punjab ",,,,"['Pakistan', 'Barbados Tridents', 'Barisal Burners', 'Habib Bank Limited', 'Jamaica Tallawahs', 'Lahore Eagles', 'Lahore Lions', 'Lahore Ravi', 'Lahore Shalimar', 'Pakistan Under-19s', 'Quetta Gladiators']",,,,,0.0,3
903,903,903,SI Mahmood,Sajid Iqbal Mahmood,England,Right-hand bat,Right-arm Fast,,36 years 50 days,6 ft 4 in ,,"December 21, 1981, Bolton, Lancashire ",,,Smithills School,"['England', 'England A', 'England Lions', 'Essex', 'Lancashire', 'Lancashire Cricket Board', 'Marylebone Cricket Club', 'Western Australia']","Saj, King",,,,1.0,4
904,904,904,BW Hilfenhaus,Benjamin William Hilfenhaus,Australia,Right-hand bat,Right-arm Fast,,34 years 331 days,1.86 m ,Bowler,"March 15, 1983, Ulverstone, Tasmania ",,,,"['Australia', 'Australia A', 'Chennai Super Kings', 'Hobart Hurricanes', 'Melbourne Stars', 'Mumbai Indians', 'Nottinghamshire', 'St Kitts and Nevis Patriots', 'Tasmania']",Hilfy,,,,2.0,7
905,905,905,Saad Nasim,Hafiz Saad Nasim,Pakistan,Right-hand bat,Legbreak,,27 years 286 days,,Allrounder,"April 29, 1990, Lahore, Punjab ",,,,"['Pakistan', 'Lahore Eagles', 'Lahore Lions', 'Lahore Ravi', 'Lahore Shalimar', 'Pakistan A', 'Punjab (Pakistan)']",,,,,44.0,2
906,906,906,NFI McCallum,Neil Francis Ian McCallum,Scotland,Right-hand bat,Not Specified,,40 years 79 days,,,"November 22, 1977, Edinburgh, Scotland ",,,,Scotland,,,,,8.0,4
907,907,907,Shaiman Anwar,Shaiman Anwar Butt,United Arab Emirates,Right-hand bat,Legbreak,,38 years 331 days,,Top-order batsman,"March 15, 1979, Sialkot, Punjab ",,,,"['United Arab Emirates', 'Sialkot', 'Sialkot Stallions', 'United Arab Emirates A']",,,,,747.0,26
908,908,908,NJ Reardon,Nathan Jon Reardon,Australia,Left-hand bat,Right-arm Medium,,33 years 93 days,1.73 m ,Middle-order batsman,"November 8, 1984, Chinchilla, Queensland ",,,Toolooa State High School; Ipswich Grammar School; University of Queensland,"['Adelaide Strikers', 'Brisbane Heat', 'Brisbane Heat', 'Hobart Hurricanes', 'Melbourne Renegades', 'Queensland']",Reardo,,,,4.0,1
909,909,909,NB Budayair,Naresh Bahadur Budayair,Nepal,Right-hand bat,Right-arm,,26 years 117 days,,Opening batsman,"October 15, 1991, Kanchanpur ",,,,"['Nepal', 'Nepal Under-21s']",,,,,7.0,3
910,910,910,JM Davison,John Michael Davison,Canada,Right-hand bat,Right-arm Offspin,,47 years 276 days,,Allrounder,"May 9, 1970, Campbell River, Vancouver Island, British Columbia ",Davo,,,"['Canada', 'South Australia', 'Victoria']",,Coach,,,0.0,2
911,911,911,SPD Smith,Steven Peter Devereux Smith,Australia,Right-hand bat,Legbreak,,28 years 252 days,,Middle-order batsman,"June 2, 1989, Sydney, New South Wales ",Steve Smith,,,"['Australia', 'Antigua Hawksbills', 'Australia A', 'Australian Institute of Sports', 'Kent 2nd XI', 'Kochi Tuskers Kerala', 'New South Wales', 'New South Wales Second XI', 'New South Wales Under-19s', 'Pune Warriors', 'Rajasthan Royals', 'Rising Pune Supergiants', 'Royal Challengers Bangalore', 'Sutherland', 'Sydney Sixers', 'Sydney South East', 'Worcestershire']",,,,,431.0,30
912,912,912,RN Lewis,Rawl Nicholas Lewis,West Indies,Right-hand bat,Legbreak,,43 years 157 days,,Allrounder,"September 5, 1974, Union Village, Grenada ",,,,"['West Indies', 'Grenada', 'Southern Windward Islands', 'Windward Islands']",,,,,0.0,1
913,913,913,Sikandar Raza,Sikandar Raza Butt,Zimbabwe,Right-hand bat,Right-arm Offspin,,31 years 291 days,,Batting allrounder,"April 24, 1986, Sialkot, Punjab, Pakistan ",,,,"['Zimbabwe', 'Chittagong Vikings', 'Kalabagan Cricket Academy', 'Lahore Whites', 'Mashonaland Eagles', 'Mis Ainak Knights', 'Northerns (Zimbabwe)', 'Southern Rocks', 'Zimbabwe A', 'Zimbabwe High Performance XI']",,,,,341.0,26
914,914,914,H Masakadza,Hamilton Masakadza,Zimbabwe,Right-hand bat,Right-arm Medium,,34 years 184 days,,Top-order batsman,"August 9, 1983, Harare ",,,,"['Zimbabwe', 'Easterns (Zimbabwe)', 'Kalabagan Cricket Academy', 'Manicaland', 'Mashonaland', 'Mountaineers', 'Sylhet Royals', 'Zimbabwe XI']",,,"['Brother - SW Masakadza', 'Brother - WP Masakadza']",,1209.0,45
915,915,915,BV Vitori,Brian Vitalis Vitori,Zimbabwe,Left-hand bat,Left-arm Fast,,27 years 352 days,,Bowler,"February 22, 1990, Masvingo ",,,,"['Zimbabwe', 'Masvingo', 'Southern Rocks', 'Southerns', 'Zimbabwe A', 'Zimbabwe XI']",,,,,8.0,11
916,916,916,Rizwan Cheema,Rizwan Ahmed Cheema,Canada,Right-hand bat,Right-arm Medium,,39 years 178 days,,Top-order batsman,"August 15, 1978, Pakistan ",Cheema,,,"['Canada', 'Canada A', 'Duronto Rajshahi', 'Ontario']",,,,,63.0,10
917,917,917,R Gunasekera,Ruvindu Gunasekera,Canada,Left-hand bat,Legbreak,,26 years 204 days,,Top-order batsman,"July 20, 1991, Colombo ",,,,"['Canada', 'Canada Under-19s', 'Chilaw Marians Cricket Club', 'ICC Americas', 'Moors Sports Club', 'Nuwara Eliya District']",,,Father - TNS Gunasekera,,202.0,8
918,918,918,CJ Jordan,Christopher James Jordan,England,Right-hand bat,Right-arm Fast,,29 years 128 days,6 ft 2 in ,Bowler,"October 4, 1988, Barbados ",,,Dulwich College,"['England', 'Adelaide Strikers', 'Barbados', 'England Lions', 'Peshawar Zalmi', 'Royal Challengers Bangalore', 'Sunrisers Hyderabad', 'Surrey', 'Surrey 2nd XI', 'Sussex']",CJ,,,,128.0,25
919,919,919,A Flintoff,Andrew Flintoff,England,Right-hand bat,Right-arm Fast,,40 years 65 days,6 ft 4 in ,Allrounder,"December 6, 1977, Preston, Lancashire ",,,Ribbleton Hall High school,"['England', 'Brisbane Heat', 'Chennai Super Kings', 'ICC World XI', 'Lancashire']",Freddie,,,,76.0,7
920,920,920,JF Mooney,John Francis Mooney,Ireland,Left-hand bat,Right-arm Medium,,35 years 364 days,,Allrounder,"February 10, 1982, Dublin ",,,,Ireland,,,Brother - PJK Mooney,,202.0,22
921,921,921,Muhammed Shanil,Muhammed Shanil,United Arab Emirates,Right-hand bat,Right-arm Medium,,29 years 51 days,,,"December 20, 1988, Azhiyour, Kerala ",,,,United Arab Emirates,,,,,1.0,1
922,922,922,SC Meaker,Stuart Christopher Meaker,England,Right-hand bat,Right-arm Fast,,29 years 19 days,6 ft 1 in ,Bowler,"January 21, 1989, Pietermaritzburg, Natal, South Africa ",,,Cranleigh School,"['England', 'England Lions', 'England Under-19s', 'Surrey', 'Surrey 2nd XI']",,,,,0.0,2
923,923,923,Rameez Shahzad,Rameez Shahzad,United Arab Emirates,Right-hand bat,Right-arm Offspin,,30 years 71 days,,Top-order batsman,"November 30, 1987, Lahore, Pakistan ",,,,"['United Arab Emirates', 'Durham 2nd XI']",,,Father - Shehzad Altaf,,196.0,8
